,ac_code_icao,n_eng,e_type,wake,engine_bada,manual_file,engine_id,engine_database,combustor_description,eng_type,bp_ratio,press_ratio,rated_output,to_hc,co_hc,app_hc,idle_hc,lto_hc,to_co,co_co,app_co,idle_co,lto_co,to_nox,co_nox,app_nox,idle_nox,lto_nox,to_sn,co_sn,app_sn,idle_sn,max_sn,fuel_spec,to_fflow,co_fflow,app_fflow,idle_fflow,lto_fuel,amb_baro,amb_temp,humidity,manufacturer,source,synonyms,power,to_pm,co_pm,app_pm,idle_pm,valid
883,M17,1,Jet,M,J75-P-13B,U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
884,M18,1,Piston,L,TIO-540-AJ1A,T206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
885,M2,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
886,M200,1,Piston,L,IO-550-B,BE36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
887,M20P,1,Piston,L,IO-550-G,M20P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
888,M20T,1,Piston,L,TSIO-550-G,M20T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
889,M21,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
890,M212,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
891,M22,2,Piston,L,TSIO-360KB,PA34,P131,TSIO-360C,,,,,,9.17,9.55,11.31,138.26,,1082,960.8,995.1,592.2,,2.71,4.32,3.77,1.91,,,,,,,,0.0168,0.0125,0.0077,0.0014,,,,,,faeed160,TSIO-360-...,225,0.1,0.07,0.04,0.05,TRUE
892,M24,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
893,M26,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
894,M28,2,Turboprop,M,TPE331-12 UAR,JS32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
895,M339,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
896,M345,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
897,M346,1,Jet,M,F405-RR-401,HAWK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
898,M4,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
899,M5,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
900,M55,1,Jet,M,J75-P-13B,U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
901,M6,1,Piston,L,TIO-540-AK1A,C82S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
902,M600,1,Turboprop,L,PT6A-64,TBM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
903,M7,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
904,M7T,1,Turboprop,L,M250-B17F/2,E500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
905,M8,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
906,MA60,2,Turboprop,M,Dart 532-7,F27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
907,MA6H,2,Turboprop,M,Dart 532-7,F27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
908,MAGC,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
909,MAGN,1,Piston,L,TIO-540-AK1A,C82S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
910,MAKO,1,Piston,L,TSIO-550-G,M20T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
911,MC23,2,Jet,M,PW1127G,A20N,18PW122,PW1127G-JM,TALON X,TF,12.28,31.66,120.43,0.02,0.04,0.02,0.43,59,0.22,0.3,5.36,27.93,3819,18.82,15.3,9.07,4.84,3096,13.4,10.5,0.5,1.2,13.4,Jet-A,0.8,0.67,0.2322,0.08,303,99.56 - 101.71,265.6 - 278.15,0.00071 - 0.00203,Pratt & Whitney,icao,,,,,,,TRUE
912,MC90,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
913,MCR1,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
914,MCR4,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
915,MD11,3,Jet,H,PW4460,MD11,2GE049,CF6-80C2D1F,1862M39,TF,5.1,32.05,269.96,0.04,0.05,0.11,1.38,478,0.05,0.04,1.9,18.02,6093,28.12,21.3,12.66,4.85,12724,7,5.5,0,0,7,Jet A,2.629,2.126,0.688,0.205,876,97.61-98.15,279-293,.00457-.00743,GE Aircraft Engines,icao,,,,,,,TRUE
916,MD3,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
917,MD81,2,Jet,M,JT8D-217C,MD82,4PW070,JT8D-217C,Environmental Kit (E_Kit),MTF,1.7,19.05,92.74,0,0,0,0,0,0.42,0.49,3.79,17.89,4244,16.49,13.02,7.65,4.05,4216,6.1,4,1.5,0,6.1,Jet A,1.282,1.045,0.363,0.137,493,98.8-103.1,271 - 281,.0009 - .0047,Pratt & Whitney,icao,,,,,,,TRUE
918,MD82,2,Jet,M,JT8D-217C,MD82,4PW070,JT8D-217C,Environmental Kit (E_Kit),MTF,1.7,19.05,92.74,0,0,0,0,0,0.42,0.49,3.79,17.89,4244,16.49,13.02,7.65,4.05,4216,6.1,4,1.5,0,6.1,Jet A,1.282,1.045,0.363,0.137,493,98.8-103.1,271 - 281,.0009 - .0047,Pratt & Whitney,icao,,,,,,,TRUE
919,MD83,2,Jet,M,JT8D-219,MD83,4PW071,JT8D-219,Environmental Kit (E_Kit),MTF,1.7,20.27,96.52,0,0,0,0,0,0.42,0.46,3.57,17.19,4021,18.72,13.73,7.65,4.16,4604,6.9,4.4,1.5,0,6.9,Jet A,1.354,1.085,0.3817,0.1344,501,98.8-103.1,271 - 281,.0009 - .0047,Pratt & Whitney,icao,,,,,,,TRUE
920,MD87,2,Jet,M,JT8D-217C,MD82,4PW070,JT8D-217C,Environmental Kit (E_Kit),MTF,1.7,19.05,92.74,0,0,0,0,0,0.42,0.49,3.79,17.89,4244,16.49,13.02,7.65,4.05,4216,6.1,4,1.5,0,6.1,Jet A,1.282,1.045,0.363,0.137,493,98.8-103.1,271 - 281,.0009 - .0047,Pratt & Whitney,icao,,,,,,,TRUE
921,MD88,2,Jet,M,JT8D-217C,MD82,4PW070,JT8D-217C,Environmental Kit (E_Kit),MTF,1.7,19.05,92.74,0,0,0,0,0,0.42,0.49,3.79,17.89,4244,16.49,13.02,7.65,4.05,4216,6.1,4,1.5,0,6.1,Jet A,1.282,1.045,0.363,0.137,493,98.8-103.1,271 - 281,.0009 - .0047,Pratt & Whitney,icao,,,,,,,TRUE
922,MD90,2,Jet,M,JT8D-219,MD83,4PW071,JT8D-219,Environmental Kit (E_Kit),MTF,1.7,20.27,96.52,0,0,0,0,0,0.42,0.46,3.57,17.19,4021,18.72,13.73,7.65,4.16,4604,6.9,4.4,1.5,0,6.9,Jet A,1.354,1.085,0.3817,0.1344,501,98.8-103.1,271 - 281,.0009 - .0047,Pratt & Whitney,icao,,,,,,,TRUE
923,ME08,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
924,ME09,2,Turboprop,L,PT6A-66,P180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
925,METR,1,Jet,M,F405-RR-401,HAWK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
926,MF17,2,Piston,L,Rotax 912 S3,P06T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
927,MG15,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
928,MG21,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
929,MG23,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
930,MG25,2,Jet,M,F100-PW-229,F15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
931,MG29,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
932,MG31,2,Jet,M,F100-PW-229,F15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
933,MICO,1,Jet,L,FJ33-5A,SF50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
934,MIMU,1,Piston,L,IO-360-C1C6,P28R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
935,MIR2,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
936,MIR4,2,Jet,M,F100-PW-229,F15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
937,MIRA,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
938,MJ10,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
939,MJ5,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
940,MOR2,1,Piston,L,TIO-540-AJ1A,T206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
941,MP20,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
942,MRF1,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
943,MRJ7,2,Jet,M,D-436-148,A148,13ZM004,D-436-148 F2,-,TF,4.9,20.73,68.72,0.09,0.05,0.08,1.39,2194,0.48,0.4,2.71,19.56,31217,19.76,16.64,7.31,3.78,9862,6.7,,,,6.9,RT,0.581,0.493,0.225,0.099,274,99.02-102.66,266-301,0.00248-0.01624,IVCHENKO PROGRESS ZMBK,icao,,,,,,,TRUE
944,MRJ9,2,Jet,M,D-436-148,A148,13ZM004,D-436-148 F2,-,TF,4.9,20.73,68.72,0.09,0.05,0.08,1.39,2194,0.48,0.4,2.71,19.56,31217,19.76,16.64,7.31,3.78,9862,6.7,,,,6.9,RT,0.581,0.493,0.225,0.099,274,99.02-102.66,266-301,0.00248-0.01624,IVCHENKO PROGRESS ZMBK,icao,,,,,,,TRUE
945,MRMD,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
946,MS18,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
947,MS25,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
948,MS30,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
949,MS76,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
950,MU2,2,Turboprop,L,TPE331-10-501M,MU2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
951,MU23,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
952,MU30,2,Jet,M,JT15D-5R,BE40,1PW037,"JT15D-5, -5A, -5B",,TF,2.1,12.3,12.9,0,1.3,11.7,119.1,5715,0,1.15,38.6,119.2,6142,11.13,10.08,4.93,1.66,481,18.5,,,,18.5,Jet A-1,0.2054,0.1727,0.066,0.0296,93,99.42,280.3,0.0036,Pratt & Whitney (Canada),icao,,,,,,,TRUE
953,MUS2,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
954,MX10,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
955,MX1T,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
956,MX65,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
957,MX80,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
958,N262,2,Turboprop,M,TPE331-12 UAR,JS41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
959,N3,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
960,NAVI,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
961,NG4,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
962,NG5,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
963,NIM,2,Jet,M,CFM56-7B26/27,B738,8CM051,CFM56-7B26,,TF,5.1,27.61,116.99,0.1,0.1,0.1,1.9,361,0.2,0.6,1.6,18.8,3533,28.8,22.5,10.8,4.7,6149,14.7,11.9,0,0,14.7,Jet A,1.221,0.999,0.338,0.113,441,97.8-98.0,294-297,.0100-.0157,CFM International,icao,,,,,,,TRUE
964,NIMB,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
965,NM5,1,Piston,L,IO-550-G,M20P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
966,NNJA,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
967,NOMA,1,Turboprop,L,PT6A-114A,C208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
968,NORS,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
969,O1,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
970,ONE,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
971,ONEX,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
972,OSCR,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
973,P06T,2,Piston,L,Rotax 912 S3,P06T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
974,P1,2,Jet,M,LEAP-1B27,B38M,20CM098,LEAP-1B27,TAPS II,TF,8.3,40.5,124.7,0.05,0.04,0.05,0.51,85,0.17,0.14,1.11,14.4,2221,55.26,23.26,11.59,4.59,6326,0.94,0.85,1.07,0.8,1.16,JET A,1.014,0.826,0.273,0.095,365,97.7 to 98.8,279.3 to 290.5,.0009 to .0084,CFM International,icao,,,,,,,TRUE
975,P100,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
976,P149,1,Piston,L,TIO-540-AK1A,C82S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
977,P180,2,Turboprop,L,PT6A-66,P180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
978,P1HH,2,Turboprop,L,PT6A-66B,P1HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
979,P2,2,Turboprop,M,Dart 532-7,F27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
980,P208,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
981,P210,1,Piston,L,TIO-540-AE2A,PA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
982,P212,2,Piston,L,GTSIO-520-N,C421,P121,TIO-540-J2B2,,,,,,12.36,16.63,13.38,68.08,,1442.1,1470.9,1261.6,1293.7,,0.36,0.24,1.39,0.39,,,,,,,,0.0327,0.0258,0.0125,0.0032,,,,,,faeed165,TIO-540-...,350,0.1,0.07,0.04,0.05,TRUE
983,P28A,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
984,P28B,1,Piston,L,IO-540-AB1A5,C182,PF12,IO-540-T4A5D,,,,,,13.9,14,16.3,45.6,,1010,978,819,1000,,3,3,6,1,,,,,,,,0.0167,0.0148,0.0074,0.0025,,,,,,foca,IO-540,260,0.1,0.07,0.04,0.05,TRUE
985,P28R,1,Piston,L,IO-360-C1C6,P28R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
986,P28S,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
987,P28T,1,Piston,L,IO-360-C1C6,P28T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
988,P28U,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
989,P3,4,Turboprop,M,AI-20K,AN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
990,P32R,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
991,P32T,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
992,P337,2,Piston,L,O-360-A1G6D,BE76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
993,P38,2,Jet,M,JT12A-8,SBR1,1AS002,TFE731-3,,TF,2.64,14.3,16.5,0.062,0.072,1.41,9.04,393,1.13,1.62,15.56,47.7,2254,19.15,16.02,6.92,3.72,845,,,,,,ASTM D1655-73T,0.225,0.186,0.072,0.026,92,97.0-97.3,294 - 313,.0039-.0073,Allied Signal,icao,,,,,,,TRUE
994,P39,2,Turboprop,L,PT6A-41,PAY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
995,P40,2,Turboprop,L,PT6A-28,BE9L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
996,P46T,1,Turboprop,L,PT6A-42A,P46T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
997,P50,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
998,P51,2,Turboprop,L,PT6A-66,P180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
999,P60,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1000,P61,2,Turboprop,M,PW119B,D328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1001,P63,2,Jet,L,HF120-H1A,HDJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1002,P66P,2,Piston,L,TSIO-520-NB,C414,PF07,TSIO-520-WB,,,,,,15.8,13.9,12.1,8.2,,1018,1153,1299,462,,2.96,2.09,1.17,3.54,,,,,,,,0.027,0.023,0.014,0.0061,,,,,,foca,TSIO-520,325,0.1,0.07,0.04,0.05,TRUE
1003,P66T,1,Turboprop,L,PT6A-114A,C208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1004,P68,2,Piston,L,O-360-A1G6D,BE76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1005,P68T,1,Turboprop,L,M250-B17F/2,E500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1006,P70,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1007,P750,1,Turboprop,L,PT6A-34,P750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1008,P8,2,Jet,M,CFM56-7B26/27,B738,8CM051,CFM56-7B26,,TF,5.1,27.61,116.99,0.1,0.1,0.1,1.9,361,0.2,0.6,1.6,18.8,3533,28.8,22.5,10.8,4.7,6149,14.7,11.9,0,0,14.7,Jet A,1.221,0.999,0.338,0.113,441,97.8-98.0,294-297,.0100-.0157,CFM International,icao,,,,,,,TRUE
1009,P80,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1010,P82,2,Jet,M,TF34-GE-100,A10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1011,PA11,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1012,PA12,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1013,PA14,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1014,PA15,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1015,PA16,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1016,PA17,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1017,PA18,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1018,PA20,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1019,PA22,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1020,PA23,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1021,PA24,1,Piston,L,TSIO-550-G,M20T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1022,PA25,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1023,PA27,2,Piston,L,IO-540-C4B5,PA27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1024,PA30,2,Piston,L,TSIO-520-E,C402,PF07,TSIO-520-WB,,,,,,15.8,13.9,12.1,8.2,,1018,1153,1299,462,,2.96,2.09,1.17,3.54,,,,,,,,0.027,0.023,0.014,0.0061,,,,,,foca,TSIO-520,325,0.1,0.07,0.04,0.05,TRUE
1025,PA31,2,Piston,L,TIO-540-A2C,PA31,PF01,IO-550-B,,,,,,12.65,12.32,11.52,42.62,,826.59,795.04,1064.62,1163.39,,6.64,7.31,2.7,0.52,,,,,,,,0.0182,0.018,0.0098,0.0038,,,,,,foca,IO-550,300,0.1,0.07,0.04,0.05,TRUE
1026,PA32,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1027,PA34,2,Piston,L,TSIO-360KB,PA34,P131,TSIO-360C,,,,,,9.17,9.55,11.31,138.26,,1082,960.8,995.1,592.2,,2.71,4.32,3.77,1.91,,,,,,,,0.0168,0.0125,0.0077,0.0014,,,,,,faeed160,TSIO-360-...,225,0.1,0.07,0.04,0.05,TRUE
